file_id,unique_index,first_reference_index,reference_indices,reference_count,scene_context,entity_context,previous_jpn_text,jpn_text,next_jpn_text,jpn_control_tokens,cn_text,cn_control_tokens,control_structure_status,jpn_utf8_bytes,cn_utf8_bytes,translation_status,build_status,ingame_status,translation_basis,notes
5D3B3A9A,0,0,0,1,,page76:tag6:entity0:key00A62240:ref0:ord0,,注視点の移動／上下,注視点移動方法の決定／上下,,,,NOT_CHECKED,27,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=1
5D3B3A9A,1,1,1,1,,page76:tag6:entity1:key00A62240:ref1:ord0,注視点の移動／上下,注視点移動方法の決定／上下,注視点の移動／左右,,,,NOT_CHECKED,39,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=1
5D3B3A9A,2,2,2,1,,page76:tag6:entity2:key00A62240:ref2:ord0,注視点移動方法の決定／上下,注視点の移動／左右,注視点移動方法の決定／左右,,,,NOT_CHECKED,27,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=1
5D3B3A9A,3,3,3,1,,page76:tag6:entity3:key00A62240:ref3:ord0,注視点の移動／左右,注視点移動方法の決定／左右,姿勢変更／立ち・しゃがみ・ホフク,,,,NOT_CHECKED,39,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=1
5D3B3A9A,4,4,4,1,,page76:tag6:entity4:key00A62240:ref4:ord0,注視点移動方法の決定／左右,姿勢変更／立ち・しゃがみ・ホフク,移動,,,,NOT_CHECKED,48,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=1
5D3B3A9A,5,5,5,1,,page76:tag6:entity5:key00A62240:ref5:ord0,姿勢変更／立ち・しゃがみ・ホフク,移動,ローリング,,,,NOT_CHECKED,6,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=1
5D3B3A9A,6,6,6,1,,page76:tag6:entity6:key00A62240:ref6:ord0,移動,ローリング,打撃攻撃,,,,NOT_CHECKED,15,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=1
5D3B3A9A,7,7,7,1,,page76:tag6:entity7:key00A62240:ref7:ord0,ローリング,打撃攻撃,スタンロッド,,,,NOT_CHECKED,12,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=1
5D3B3A9A,8,8,8,1,,page76:tag6:entity8:key00A62240:ref8:ord0,打撃攻撃,スタンロッド,CQC／投げ,,,,NOT_CHECKED,18,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=1
5D3B3A9A,9,9,9,1,,page76:tag6:entity9:key00A62240:ref9:ord0,スタンロッド,CQC／投げ,CQC／拘束,,,,NOT_CHECKED,12,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=1
5D3B3A9A,10,10,10,1,,page76:tag6:entity10:key00A62240:ref10:ord0,CQC／投げ,CQC／拘束,CQC／拘束・頸部圧迫,,,,NOT_CHECKED,12,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=SLOT_OLANG; source_objects=1
